page_index,sheet_number,discipline_prefix,page_type,confidence,word_count,in_scope_pages,has_roofing_evidence,system_hits,spec_section_hits,manufacturer_hits_total,manufacturer_hits_positive,manufacturer_hits_negation,manufacturer_hit_names,material_thickness_hits,material_insulation_hits,material_metal_hits,florida_signal_hits,accessory_hit,unresolved_xrefs_on_page
122,,,framing_plan,0.9,2303,False,False,,,0,0,0,,,,,,False,0
123,,,elevation,0.7,1244,False,True,pvc,,0,0,0,,,,,,False,1
124,,,detail_sheet,0.7,925,False,False,,,0,0,0,,,,,,False,0
125,,,framing_plan,0.7,1084,False,False,,,0,0,0,,,,,,False,0
126,,,detail_sheet,0.9,358,False,False,,,0,0,0,,,,,,False,0
127,,,detail_sheet,0.9,5839,False,True,pvc,,0,0,0,,,,,FBC,False,0
128,,,schedule_sheet,0.7,226,False,False,,,0,0,0,,,,,,False,0
129,,,schedule_sheet,0.7,785,False,False,,,0,0,0,,,,,,False,0
130,,,ceiling_plan,0.7,2332,False,True,pvc,07 21,0,0,0,,,,,FBC,False,0
131,,,site_plan,0.7,743,False,False,,,0,0,0,,,,,,False,0
132,,,floor_plan,0.7,2219,False,True,pvc,,0,0,0,,,,,,False,0
133,,,unknown,0.0,187,False,False,,,0,0,0,,,,,,False,0
134,,,unknown,0.0,263,False,False,,,0,0,0,,,,,,False,0
135,,,roof_plan,0.7,209,False,False,,,0,0,0,,,,,,False,0
136,,,detail_sheet,0.9,699,False,True,pvc,,0,0,0,,,,,,False,0
137,,,detail_sheet,0.9,180,False,False,,,0,0,0,,,,,,False,0
